course_id,title,level,length,timeslot,group,description,exam_type,pass_pct,median,mean
NIGB24003U - SCIENCE,Kultur- og naturgeografi - version for gymnasielærere,Bachelor,ECTS: 15,Block(s): 1-2,Group(s): B,"Kurset omhandler, hvordan samfundsmæssige og naturmæssige forudsætninger hver for sig eller i samspil har indflydelse på geografiske processer. I kurset introduceres grundlæggende kulturgeografisk og ...","Assignment
Oral (20m)",Pass N/A,Median N/A,Average N/A
NGEA09053U - SCIENCE,Kulturgeografisk feltkursus (KGfelt),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"Kurset giver en indføring i kulturgeografiske feltmetoder i teori og praksis med henblik på selvstændigt at forberede en undersøgelse, indsamle, organisere og analysere data samt formidle resultaterne...","Assignment
Oral (20m)",Pass 100%,Median 10,Average 10.01
NIGB24013U - SCIENCE,Kulturgeografisk feltkursus (KGfelt) - version for gymnasielærere,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"Kurset giver en indføring i kulturgeografiske feltmetoder i teori og praksis med henblik på selvstændigt at forberede en undersøgelse, indsamle, organisere og analysere data samt formidle resultaterne...","Assignment
Oral (20m)",Pass N/A,Median N/A,Average N/A
NNEK15011U - SCIENCE,Kvalitative metoder,Master,ECTS: 15,Block(s): 1-2,Group(s): A,Fællestræk og forskelle indenfor kvalitative metodologier og forskningsmetoder i idrætsforskningen. Herunder indblik i betydningen af og forbindelsen til overordnede videnskabsteoretiske paradigmer.Te...,Assignment (20m),Pass 100%,Median 7,Average 7.35
NKEA05042U - SCIENCE,Kvantekemi og teoretisk spektroskopi (KemiKS),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,"Kvantekemiske begreber og metoder til beregning og fortolkning af molekylers struktur, egenskaber og spektreMatematisk beskrivelse af molekylernes symmetriegenskaberAnvendelse af molekylernes symmetri...",Oral (20m),Pass 97.22%,Median 12,Average 10.17
NFYB24001U - SCIENCE,Kvantemekanik 1 (KM1),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,Kurset er en første introduktion til kvantemekanik og lægger vægt på kvantefysikens grundlæggende ideer og metoder på et elementært niveau. Vi starter med bølgefunktionens betydning og Schrödingerlig...,Written (4h),Pass 78.63%,Median 7,Average 6.23
NFYB10010U - SCIENCE,Kvantemekanik 2 (KM2),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"Kurset bygger videre på Kvantemekanik 1, KM1. De to kurser giver en samlet introduktion til kvantemekanikkens ideer, metoder og anvendelser samt giver de studerende teknikker til løsning af enkle kvan...",Written (4h),Pass 88.07%,Median 10,Average 7.44
NNEK15010U - SCIENCE,Kvantitative metoder,Master,ECTS: 15,Block(s): 3-4,Group(s): A,Videnskabsteoretiske præmisser for kvantitative analyser.Fremgangsmåder ved kvantitative analyser i hhv. sociologisk og psykologisk kvantitativ idrætsforskning.Kurset giver den studerende en indføring...,Assignment,Pass 97.56%,Median 7,Average 7.83
NGEA04084U - SCIENCE,Kystprocesser &amp; kystmorfologi,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Kurset giver en introduktion i samspillet mellem dynamiske processer (bølger, strømme, havspejlsændringer, tidevand), sedimenttransport og geomorfologi i det kystnære miljø, og dermed en forståelse fo...",ITX (2h),Pass 100%,Median 10,Average 8.62
NIGB25001U - SCIENCE,Laboratoriemetoder i geovidenskaben,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Kurset giver en indføring i grundlæggende laboratoriemetoder til bestemmelse af jords fysiske og kemiske egenskaber anvendt i geovidenskaben. Kurset indledes med en felttur, hvor de jordprøver, der sk...",Assignment,Pass N/A,Median N/A,Average N/A
NNEB18005U - SCIENCE,Læring i idræt,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Idrætsundervisningens formål og perspektiver med vægt på begreber som kropslighed, mening, drivkraft, motivation, identitet, kognition og kompetence set ud fra en læringsteoretisk synsvinkel. Kendskab...","Oral (30m)
Assignment",Pass 91.87%,Median 7,Average 6.51
NIGK17000U - SCIENCE,Land Use and Environmental Modelling,Master,ECTS: 7.5,Block(s): 3,Group(s): A,"Environmental modelling is increasingly used in land management. To make decisions on sustainable land management, quantitative estimates of emissions (e.g., annual fluxes of nitrate and phosphorus) a...",Oral (20m),Pass 97.06%,Median 10,Average 8.29
NIGK14009U - SCIENCE,Land Use Transitions in the Global South,Master,ECTS: 7.5,Block(s): 1,Group(s): A,The course provides an overview of the dominant contemporary land use transitions taking place in the Global South and how recent advances in land systems science are applied to understand these trans...,"Assignment
Oral (20m)",Pass 93.55%,Median 10,Average 9.03
NIGK14052U - SCIENCE,Landscape and Restoration Ecology,Master,ECTS: 7.5,Block(s): 2,Group(s): B,"The Landscape and Restoration Ecology course cover the following topics:Landscape attributes; geology, terrain, hydrology, land cover and the technosphere.Landscape patterns and structure; types of co...",Oral (20m),Pass 92.73%,Median 7,Average 7.89
NIGK15015U - SCIENCE,Landscape Studio,Master,ECTS: 15,Block(s): 4,Group(s): A,"Landscape Studio is an advanced design course where students train individual and collective skills within a group-design process. The ability to formulate design solutions, strategies, planning- and ...","Assignment
Oral (20m)",Pass 100%,Median 10,Average 9.95
NIGB14037U - SCIENCE,Landskabsanalyse og -økologi,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,Kurset giver en indføring i en central analytisk tilgang til undersøgelse af landskabers struktur og funktioner som især anvendes til vurdering af landskabers habitatkvalitet. Gennem praktiske øvelser...,Oral (20m),Pass 100%,Median 10,Average 8.94
NIGB19001U - SCIENCE,"Landskabsarkitekturens historie, nutid og fremtid",Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,"Kurset arbejder med fagets historie igennem de kunstneriske, kulturelle og miljømæssige strømninger, der ligger til grund for vores opfattelse af landskabsarkitektur i dag. Vi tager udgangspunkt i kon...",Oral (20m),Pass 100%,Median 11,Average 9.5
NMAB21006U - SCIENCE,Lebesgueintegralet og målteori (LIM),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): B,"Sigma-algebraer: definition og egenskaber, Borel sigma-algebraen.Mål: definition og egenskaber, Lebesguemålet, sandsynlighedsmål.Entydighed af mål, herunder Dynkinsystemer.Målelige funktioner: definit...","Written (3h)
Continuous Assesment",Pass 93.81%,Median 7,Average 7.18
NPLK14004U - SCIENCE,Life Cycle Assessment within Biological Production Systems,Master,ECTS: 7.5,Block(s): 1,Group(s): B,Life cycle assessment (LCA) is a multi-disciplinary environmental assessment methodology used to assess the sustainability of products. This could be anything from tomatoes to a complete diet or a bio...,"Oral (20m)
Assignment",Pass 100%,Median 10,Average 8.59
NNEK23004U - SCIENCE,Lifecourse Nutrition and Health,Master,ECTS: 7.5,Block(s): 2,Group(s): C,"In this course we focus on nutritional requirements during specific stages of the lifecourse and the role of optimal nutrition for health including growth, development, maintenance and disease prevent...",Oral (20m),Pass 89.13%,Median 7,Average 6.29
NMAB15002U - SCIENCE,Lineær algebra i datalogi (LinAlgDat),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"Lineær algebra med fokus på ligningsløsning, Gauss-elimination, matrixregning, baser for vektorrum, ortogonalitet, determinant, egenværdier, komplekse tal og diagonalisering. Anvendelsesmuligheder i d...",Written (4h),Pass 82.13%,Median 7,Average 5.34
NMAB10006U - SCIENCE,Lineær algebra i de matematiske fag (LinAlgMat),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Lineær algebra med fokus på løsning af lineære ligningssystemer ved Gauss-elimination, matricer og deres aritmetik, determinanten, reelle og komplekse vektorrum, lineære afbildninger, baser for vektor...","Written (3h)
Assignment",Pass 95.87%,Median 7,Average 7.17
NDAB16011U - SCIENCE,Logic in Computer Science (LICS),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"The aim of this course is to provide a firm theoretical foundation of formal logic, with an emphasis on logics, properties, techniques and algorithms relevant in computer science. Building on the stud...",ITX (4h),Pass 77.42%,Median 7,Average 7.44
NDAK22000U - SCIENCE,Machine Learning A (MLA),Master,ECTS: 7.5,Block(s): 1,Group(s): B,The course introduces basic theory and algorithms of machine learning. The course covers the following tentative list of topics:Supervised learning setting ClassificationRegressionUnsupervised learnin...,Assignment (7d),Pass 90.99%,Median 7,Average 7.58
NKEB22002U - SCIENCE,Machine Learning and Molecules (MLmol),Bachelor,ECTS: 7.5,Block(s): 2-4,Group(s): A,Students write their own neural network code from scratch using Python and use it to predict chemical properties of molecules. The performance is compared to standard machine learning packages such as...,Oral (30m),Pass 100%,Median N/A,Average N/A
NDAK22001U - SCIENCE,Machine Learning B (MLB),Master,ECTS: 7.5,Block(s): 4,Group(s): C,The course is a continuation of Machine Learning A course and provides deeper theoretical foundations of machine learning and a number of advanced theoretically grounded learning techniques. A tentati...,Continuous Assesment,Pass 91.3%,Median 10,Average 8.1
NMAK10018U - SCIENCE,Macroeconomics 3 (MakØk3) - Business Cycles and Monetary Stabilization Policies,Master,ECTS: 7.5,Block(s): 2,Group(s): B,The Basic New-Keynesian Model. Monetary stabilization policy in the New Keynesian Model. Credibility issues in stabilization policy. Sticky wages and prices and stabilization policy. Unemployment in t...,ITX (3h),Pass 84.78%,Median 7,Average 6.13
NDAB24006U - SCIENCE,Macroeconomics B (MakØkB),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"The course deals with macroeconomic theory and empirics for the short run.It integrates the computer mainly through numerical solution techniques.First, the course reintroduces the theoretical distinc...",Assignment (2d),Pass 85.37%,Median 7,Average 5.54
NBIK13014U - SCIENCE,Major Subject Project,Master,ECTS: 7.5,Block(s): 1-4,Group(s): Other,To formulate a scientific project in a form similar to writing a grant application for an experimental project of a scale corresponding to one year full time work. The paper should contain the relevan...,"Assignment
Oral (1h)",Pass 100%,Median 10,Average 9.38
NBIB17000U - SCIENCE,Makrofauna i ferskvand: Økologi og miljøbedømmelse,Bachelor,ECTS: 7.5,Block(s): Summer,Group(s): A,"Kurset består af flere komponenter. En af dem indebærer standardiseret feltindsamling af makroinvertebrater og måling af udvalgte miljøparametre på udvalgte vandløbslokaliteter, ved brug af de officie...",Assignment,Pass 100%,Median 8.5,Average 8.5
NBIB13011U - SCIENCE,Makromolekylær biokemi og biofysik (Biostruktur),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,"Termodynamikkens 1. og 2. hovedsætning, fri energi og ligevægt, ligevægtsbetragtninger (massevirkning) i makromolekylære systemer, intermolekylære vekselvirkninger, vand som opløsningsmiddel, biomakro...",ITX (3h),Pass 95.74%,Median 10,Average 8.11
NMAB20003U - SCIENCE,Makroøkonomi 1: Det korte sigt (MakØk1),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,"Faget sætter fokus på de konjunkturbevægelser, der kendetegner den makroøkonomiske udvikling på kort og mellemlangt sigt. Med udgangspunkt i teorier om det private forbrug, de private investeringer sa...",Written (3h),Pass 84.62%,Median 7,Average 6.04
NMAB10003U - SCIENCE,Makroøkonomi 2 - Det lange sigt (MakØk2),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"Basale dynamiske generel-ligevægts-modeller: Solow-Swan modellen, Ramsey-Cass-Koopmans modellen og Diamond-modellen (overlappende generationer). Dynamisk analyse i diskret tid og kontinuert tid. Husho...",Written (3h),Pass 90.59%,Median 7,Average 6.76
NDAB24005U - SCIENCE,Makroøkonomi A (MakØkA),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Kurset omhandler makroøkonomisk teori og empiri for det lange sigt.Computeren integreres gennem numeriske modelløsningsmetoder.Først introduceres makroøkonomi generelt, den teoretiske sondring mellem ...",ITX (4h),Pass 86.36%,Median 7,Average 6.05
NIFB13011U - SCIENCE,Makroøkonomi og konjunkturer,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"Kurset har to overordnede formål. Det ene er at anvende og delvist videreudbygge de makroøkonomiske redskaber, som studerende har opnået på foregående kurser. Det andet formål, som også samtidig er et...",Assignment,Pass 100%,Median 10,Average 9.15
NBIK24001U - SCIENCE,"Marine Animal Diversity, Monitoring, and Habitats",Master,ECTS: 7.5,Block(s): Summer,Group(s): A,"Biodiversity, life history traits and sampling methods of benthic and pelagic marine fish and invertebrates are studied by a series of lectures and student presentations based on laboratory exercises ...",Continuous Assesment,Pass N/A,Median N/A,Average N/A
NBIK21001U - SCIENCE,Marine Biology,Master,ECTS: 7.5,Block(s): 1,Group(s): B,"The course gives a comprehensive description of the different marine ecosystems including open waters, soft and hard bottom environments(e.g. macrophyte communities and coral reefs). The ecosystems ar...",Oral (20m),Pass 97.62%,Median 7,Average 8.05
NIGB21013U - SCIENCE,"Marine Geology: Microplastic Fate, High-Resolution Seismics and Archaeology",Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,"In this course, students will have the opportunity to develop and carry out a marine geoscience-based project under guidance of course coordinators. Through individual and group projects, students wil...","Assignment
Oral (20m)",Pass 100%,Median 12,Average 10.67
NBIK16003U - SCIENCE,Marine Microbiology and Virology,Master,ECTS: 7.5,Block(s): 3,Group(s): A,"Marine microbes (virus, bacteria, archaea and protists) are key drivers of the biosphere in terms of facilitating primary production and biogeochemical recycling of nutrients. They play a central role...",Oral (30m),Pass 100%,Median 12,Average 9.71
NIFK23003U - SCIENCE,Market Design,Master,ECTS: 7.5,Block(s): 2,Group(s): B," The course is about design of markets, not only in the sense of auctions and matching markets, but also in the broader sense of designing allocation rules in general. We aim to understand why some ma...",Oral (20m),Pass 100%,Median 10,Average 8.61
NFYA04070U - SCIENCE,Matematik F (MatF),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,"Formålet med kurset er at opnå grundlæggende matematiske færdigheder i studiet af skalar- og vektorfelter i fysikken (vektoranalyse), at stifte bekendskab med integraltransformationer og at opnå grund...",Written (4h),Pass 89.23%,Median 10,Average 8.83
NFYA06050U - SCIENCE,Matematik F2 (MatF2),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A,"Kurset giver et indblik i kompleks funktionsteori og i udvalgte integraltransformationer samt eksempler fra fysikken, hvor disse benyttes. Emner som berøres i kurset er: analytiske funktioner, Cauchy-...",Written (4h),Pass 84.71%,Median 10,Average 7.74
NMAA05016U - SCIENCE,Matematik i undervisningsmæssig sammenhæng (UvMat),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,"Vi fordyber os i udvalgte emner vedr. tal, algebra og stokastik. Det gymnasiale stof genbesøges fra et underviserperspektiv, på basis af universitetsmatematik som I har lært i forudsætningskurserne, s...",Written (5h),Pass 100%,Median 5.5,Average 6.17
LMAB10066U - SCIENCE,Matematik og databehandling (MatDat),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): C,"Kurset er emnemæssigt delt op i fire matematikmoduler i forlængelse af hinanden, samt et databehandlingsmodul, der forløber på langs af dem. Matematikmodulerne er - Funktioner og matematiske modelle...",Written (4h),Pass 84.44%,Median 7,Average 6.64
NMAA04011U - SCIENCE,Matematik/Statistik (MatStat),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,MatematikDen matematiske del af kurset fokuserer på deterministiske matematiske modeller og deres anvendelse i forskellige situationer indenfor biologi. Vi begynder med de almindelige matematiske funk...,Written (4h),Pass 83.91%,Median 7,Average 6.91
NMAA05080U - SCIENCE,Matematikkens historie (Hist1),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,Hovedstrømninger i matematikkens idehistorie især i vesten. Differential- og integralregningens forhistorie (1600-1665) behandles mere indgående. Desuden vil kurset give en sammenhæng mellem forskell...,Oral (30m),Pass 97.06%,Median 10,Average 8
NMAB20001U - SCIENCE,Matematisk Analyse (MatAn),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,"Kurset giver en introduktion til matematisk analyse, med henblik til dens senere brug i datavidenskab og machine learning. Metodisk er kurset matematisk stringent (dvs. inkl. beviser) for at give en d...",Written (4h),Pass 73.44%,Median 7,Average 6
NDAB18002U - SCIENCE,Matematisk analyse og sandsynlighedsteori i datalogi (MASD),Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,Kurset giver en introduktion til analyse i en og flere variabler. Kurset giver derudover en introduktion til sandsynlighedsteori. ,ITX (4h),Pass 62.38%,Median 4,Average 3.39
NMAA05009U - SCIENCE,Matematisk modellering (Model),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): B,"Dette kursus er en introduktion til de redskaber og processer bag matematisk modellering, som omhandler overgangen fra virkelighed til modeller og tilbage til virkeligheden:1. Et virkeligt problem bli...",Continuous Assesment,Pass 77.78%,Median 7,Average 5.78
NMAB22005U - SCIENCE,Matematisk statistik (MStat),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): A,"Kurset en introduktion til matematiske statistik på et målteoretisk grundlag og dækker emnerne: statistiske modeller, likelihood og likelihoodfunktion, estimation, konfidensområder, hypotesetest samt ...",Written (4h),Pass 78.08%,Median 4,Average 4.61
NFYB16006U - SCIENCE,Matematiske metoder i fysik - del 3 (MatF3),Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,"Kurset bygger videre på det obligatoriske matematikindhold i bacheloruddannelsen i de fysiske fag og giver en indføring i de gruppeteoretiske metoder, der anvendes i moderne teoretisk fysik.Nøgleemner...",Written (4h),Pass 76.47%,Median 5.5,Average 5.53
NKEB23002U - SCIENCE,Materials Chemistry (MatKem),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Solid state materials chemistry lies at the heart of many significant scientific advances from recent decades, for example the development of Li-ion batteries and other technologies for green and sust...",Oral (25m),Pass 100%,Median 7,Average 8.07
NMAK24001U - SCIENCE,Mathematical Finance (MathFin),Master,ECTS: 15,Block(s): 1-2,Group(s): A,"This course examines mathematics, modeling, concepts, and approaches for pricing derivatives securities in continuous time financial models. The topics includeIntroduction to continuous time stochasti...","ITX (4h)
Continuous Assesment",Pass 90%,Median 7,Average 6.47
NMAA05012U - SCIENCE,Mathematical Physics (MatFys),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): C,"A. Classical mechanics: A1. Newtonian mechanics. A2. Calculus of variations and Lagrangian mechanics, including Noether's theorem. A3. Legendre-Fenchel transform and Hamiltonian mechanics, including L...",Continuous Assesment,Pass 87.5%,Median 8.5,Average 7.75
NFOK20000U - SCIENCE,Meal Systems and Technologies,Master,ECTS: 7.5,Block(s): 3,Group(s): A,"Governments and local authorities have an important role and responsibility in ensuring food and meals for a wide range of people. These include elderly people in care homes, ensuring ‘healthy’ eating...",Oral (15m),Pass 96.88%,Median 10,Average 9.29
NBIK14035U - SCIENCE,Medical Bacteriology,Master,ECTS: 7.5,Block(s): 3,Group(s): B,To give students a thorough understanding of the field of Medical Bacteriology with emphasis on the specific traits that enables certain bacteria to cause disease. The course will cover specific bacte...,ITX (4h),Pass 92.5%,Median 5.5,Average 5.95
NDAK10005U - SCIENCE,Medical Image Analysis (MIA),Master,ECTS: 7.5,Block(s): 1,Group(s): A,"Medical diagnosis, prognosis and quantification of progression is in general based on biomarkers. These may be blood or urine markers, but currently, imaging is taking over as a more indicative biomar...",Oral (15m),Pass 90.7%,Median 10,Average 8.2
NFOB20000U - SCIENCE,Mejeripraktik,Bachelor,ECTS: 30,Block(s): 3-4,Group(s): C,"Introduktionsforløbet på Kold College, Odense (de første 4 uger)Introduktionsforløbet består af både teoretiske og praktiske elementer.Den teoretiske del af forløbet integrerer aktuel litteratur med ø...",Continuous Assesment,Pass 100%,Median N/A,Average N/A
NFYB23004U - SCIENCE,Mekanik for nanoscience,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): C,Det overordnede formål er at sætte den studerende i stand til at anvende metoder fra klassisk mekanik og ikke-lineære systemer til at løse konkrete matematiske og fysiske problemstillinger. Den studer...,Written (5h),Pass 89.47%,Median 7,Average 5.79
NFYB18000U - SCIENCE,Mekanik og relativitetsteori,Bachelor,ECTS: 15,Block(s): 1-2,Group(s): B,"Kursets hovedformål er at udvikle den studerendes evne til at tænke som en fysiker.Ved at studere en række konkrete fysiske problemstillinger, fra bevægelse af en satelit til relativistisk bevægelse, ...",Continuous Assesment,Pass 85.16%,Median 7,Average 6.66
NBIA04035U - SCIENCE,Menneskets fysiologi (Fysiologi),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"En forelæsning vil give et overblik over et fysiologisk emne, som eksempel: nerver, muskler, sanser, respiration, energistofskifte, hormoner, fordøjelse og nyrer. Der lægges vægt på samspillet mellem ...",ITX (4h),Pass 92.05%,Median 7,Average 6.51
NBIB13009U - SCIENCE,Metabolisme og enzymologi (Biokemi1),Bachelor,ECTS: 15,Block(s): 4,Group(s): A,"De basale træk af biokemien behandles. Emnerne er biomolekylers struktur og funktion, energistofskiftet samt nedbrydning og biosyntese af lavmolekylære forbindelser (det intermediære stofskifte). Øvel...",Written (4h),Pass 54.35%,Median 2,Average 2.47
NNEK22001U - SCIENCE,Metabolomics,Master,ECTS: 7.5,Block(s): 4,Group(s): C,"DescriptionMetabolomics is a powerful tool in nutrition, biology, pharmaceutical and clinical research, since it allows the understanding of metabolic pathways, the early diagnosis of diseases, the de...",Oral (30m),Pass 95.65%,Median 7,Average 8.23
NBIB25004U - SCIENCE,Metagenomic Analyses of Microbiomes,Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"In this course, BA bioinformatic students will collaborate to design experiments and perform bioinformatic analyses on microbiome samples, thereby gaining hands-on experience with all the steps involv...",Oral (1h),Pass N/A,Median N/A,Average N/A
NBIK14022U - SCIENCE,Methodology and Sampling in Environmental Management,Master,ECTS: 7.5,Block(s): 2,Group(s): C,"Practical sampling of soil, water and bioindicators in terrestrial, freshwater and marine environments, followed by laboratory analyses and statistical analyses, including planning of sampling and cho...",Continuous Assesment,Pass 100%,Median 10,Average 9.15
NKEK25005U - SCIENCE,Methods and Modelling in Inorganic Chemistry,Master,ECTS: 15,Block(s): 1-2,Group(s): B,Physical characterization methods in inorganic chemistry: The most important physical characterization methods employed in inorganic chemistry are described and discussed. This includes techniques whi...,Assignment,Pass 100%,Median N/A,Average N/A
NBIB15008U - SCIENCE,Microbial Biotechnology,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): C,"The course focusses on the use of microorganisms and their products in biotechnological processes. This includes prokaryotic and eukaryotic microorganisms as factories of industrial enzymes, bioenergy...",ITX (2h),Pass 97.73%,Median 8.5,Average 8.39
NFOK22000U - SCIENCE,"Microbiological Food Safety and Quality: Control, Cases and Practicals",Master,ECTS: 7.5,Block(s): 2,Group(s): A,The course is relevant to everyone interested in microbial food safety and food hygiene. The course teaches the mindset behind identifying and solving existing and future challenges within the field.A...,Oral (25m),Pass 96.55%,Median 10,Average 8.55
NFOK14019U - SCIENCE,Microbiology of Fermented Food and Beverages,Master,ECTS: 7.5,Block(s): 1,Group(s): C,"The course primarily focuses on microorganisms involved in the production of various fermented foods and beverages. It covers the taxonomy of important microorganisms, particularly lactic acid bacteri...",Oral (15m),Pass 91.75%,Median 7,Average 7.43
NIFK14001U - SCIENCE,Microeconomic and Econometric Production Analysis,Master,ECTS: 7.5,Block(s): 2,Group(s): C,"Knowledge about production technologies and producer behavior is important for politicians, managers, business organizations, government administrations, financial institutions, the EU, and other nati...",Oral (20m),Pass 100%,Median 10,Average 10.23
NMAB20004U - SCIENCE,Microeconomics 2: Market Imperfections (MikØk2),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"The course presents microeconomic theory of markets with imperfections including game theory, information economics, externalities and public goods, as well as an introduction to behavioral economics....",Written (3h),Pass 100%,Median 7,Average 6.45
NPLB14012U - SCIENCE,Mikrobiologi,Bachelor,ECTS: 7.5,Block(s): 3,Group(s): A,Kurset vil give de studerende et bredt kendskab til mikroorganismers biologi på forskellige niveauer af kompleksitet fra molekyler til celler til populationer og mikrobielle samfund (mikrobiomer). Kur...,ITX (3h),Pass 96.2%,Median 7,Average 5.92
LOJB10259U - SCIENCE,Mikroøkonomi,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,Kurset i mikroøkonomi opbygger fundamentet til moderne modelbaseret økonomisk analyse. Byggeklodserne er agenternes præferencer der modelleres til nyttefunktioner. Ved hjælp af matematik og antagelser...,ITX (4h),Pass 98%,Median 7,Average 8.22
NMAA05023U - SCIENCE,Mikroøkonomi 1: Generel ligevægtsteori (MikØk1),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"Faget bygger videre på ØkIntro og giver en gennemgang af grundlæggende mikroøkonomisk teori med vægt på matematisk præcision. Der gennemgås grundlæggende forbrugerteori, valg under usikkerhed, produkt...",Written (4h),Pass 75%,Median 7,Average 6.2
NDAB19004U - SCIENCE,Mikroøkonomi A (MikØkA),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"Kurset omfatter mikroøkonomisk teori om markedsfejl, beslutninger over tid og under usikkerhed og finansielle markeder samt generel ligevægt. Kurset omfatter også computerbaserede løsningsmetoder for ...",Assignment (3d),Pass 76.84%,Median 4,Average 5.09
NDAB20009U - SCIENCE,Mikroøkonomi B (MikØkB),Bachelor,ECTS: 7.5,Block(s): 4,Group(s): B,"Kurset omhandler grundlæggende spilteori og dets anvendelser i økonomiske modeller og forbereder desuden den studerende til at kunne fortsætte med videregående fag i emnet. Den studerende vil lære, hv...",Assignment (2d),Pass 83.33%,Median 4,Average 5.43
NIFK15001U - SCIENCE,Miljø- og planlovgivning - natur og by,Master,ECTS: 7.5,Block(s): 2,Group(s): A,"Kurset retter sig bredt mod studerende på Science mv., der har interesse for by-, natur- og miljøforvaltning samt planlægning, herunder hvordan lovgivningen kan bidrage til en bæredygtig udvikling. Ku...",ITX (4h),Pass 100%,Median 7,Average 8.38
NIFB14009U - SCIENCE,Miljø- og planlovgivning - natur og vand,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"Kurset retter sig bredt mod studerende på Science mv., der har interesse for miljø- og naturforvaltning, herunder hvordan lovgivningen kan bidrage til en bæredygtig udvikling. Kurset vil ud over en i...",ITX (4h),Pass 100%,Median 7,Average 6.79
LKEB10084U - SCIENCE,Miljøkemi i biologiske systemer,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Grundlæggende miljøkemi med hovedfokus på følgende emner:Terrestriske, akvatiske og atmosfæriske miljøers opbygning, kemiske og fysiske egenskaber.Betydning af fysiske og kemiske egenskaber for forure...",Oral (20m),Pass 100%,Median 10,Average 9.87
NIGB23001U - SCIENCE,Mineralogi – Geologiske miljøer og naturressourcer,Bachelor,ECTS: 7.5,Block(s): 2,Group(s): B,"Kurset består af tre integrerede dele: (1) De grundlæggende fysiske og kemiske egenskaber for bjergartsdannende mineraler, (2) petrografisk beskrivelse og bestemmelse af mineraler og bjergarter ved mi...",Oral (20m),Pass 100%,Median 10,Average 8.75
NIGB21025U - SCIENCE,Modellering af det hydrologiske kredsløb,Bachelor,ECTS: 7.5,Block(s): 1,Group(s): A,"Kurset gennemgår processerne i det hydrologiske kredsløb:Nedbørsprocesser og -dannelse, måling og korrektion af nedbør, regional og sæsonmæssig variation i  nedbør, estimation af fladenedbør.Strålings...","Assignment
Oral (20m)",Pass 92.59%,Median 7,Average 7.56
NDAB16012U - SCIENCE,Modelling and Analysis of Data (MAD),Bachelor,ECTS: 7.5,Block(s): 2,Group(s): A,"The purpose of the course is to provide a basic and broad introduction to the representation, analysis, and processing of sampled data. The course will introduce the student to statistical analysis, m...",Assignment (7d),Pass 90%,Median 7,Average 7.5
NMAK22007U - SCIENCE,Models for Complex Systems (ModComp),Master,ECTS: 7.5,Block(s): 3,Group(s): B,The course is an introduction to probability models capable of capturing dependence structures among many observables. The kind of models treated are often called generative models because they direct...,"Continuous Assesment
Oral (15m)",Pass 74.29%,Median 7,Average 7.27
